transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,Date
926,7/22/2021 7:02,P0227,5,mastercard,5.04837E+15,F,7.59,2,8.29,1/6/2025
927,7/22/2021 7:29,P0341,8,visa,4.0416E+15,F,10.79,2,11.59,1/6/2025
928,7/22/2021 8:59,P0660,7,visa,4.04159E+12,F,5.83,2,7.09,1/6/2025
929,7/22/2021 9:43,P0395,5,visa,4.04159E+12,F,2.55,4,3.59,1/6/2025
930,7/22/2021 10:14,P0063,3,mastercard,5.10875E+15,T,3.09,3,4.29,1/6/2025
931,7/22/2021 12:50,P0342,5,mastercard,5.04838E+15,F,18.73,2,20.69,1/6/2025
932,7/22/2021 16:10,P0080,6,mastercard,5.10876E+15,F,11.33,3,12.29,1/6/2025
933,7/23/2021 4:40,P0080,5,visa,4.04159E+15,F,11.33,4,12.29,1/6/2025
934,7/23/2021 7:01,P0351,5,visa,4.0416E+12,F,10.04,1,11.39,1/6/2025
935,7/23/2021 15:53,P0513,4,visa,4.0416E+12,F,0.97,1,1.59,1/6/2025
936,7/23/2021 16:06,P0493,7,visa,4.0416E+15,F,18.02,1,19.69,1/6/2025
937,7/23/2021 16:56,P0640,5,mastercard,5.04838E+15,F,9.92,1,11.29,1/6/2025
938,7/23/2021 19:09,P0088,3,visa,4.04159E+15,F,15.63,3,17.49,1/6/2025
939,7/23/2021 19:36,P0169,7,americanexpress,3.74288E+14,F,6.79,2,7.99,1/6/2025
940,7/23/2021 20:52,P0333,7,visa,4.04159E+15,F,16.61,2,18.09,1/6/2025
941,7/23/2021 22:10,P0232,6,visa,4.04159E+12,F,1.66,2,1.89,1/6/2025
942,7/24/2021 10:39,P0025,2,visa,4.04159E+12,F,14.18,5,14.99,1/6/2025
943,7/24/2021 12:19,P0545,5,visa,4.0416E+15,F,6.62,2,7.89,1/6/2025
944,7/24/2021 14:10,P0266,8,mastercard,5.10876E+15,F,7.49,3,8.29,1/6/2025
945,7/24/2021 16:25,P0312,7,americanexpress,3.74289E+14,F,17.43,5,18.49,1/6/2025
946,7/24/2021 17:47,P0255,7,americanexpress,3.74284E+14,F,18.85,1,20.79,1/6/2025
947,7/24/2021 23:33,P0547,5,americanexpress,3.74289E+14,F,20,1,21.49,1/6/2025
948,7/24/2021 23:46,P0419,3,mastercard,5.04837E+15,F,16.66,1,18.09,1/6/2025
949,7/25/2021 4:50,P0531,8,americanexpress,3.74283E+14,F,3.2,2,4.39,1/6/2025
950,7/25/2021 7:01,P0356,4,visa,4.04159E+12,T,2.39,1,3.29,1/6/2025
951,7/25/2021 7:39,P0473,7,americanexpress,3.74288E+14,F,4.79,1,5.19,1/6/2025
952,7/25/2021 10:36,P0456,9,americanexpress,3.74288E+14,F,18.35,3,20.19,1/6/2025
953,7/25/2021 11:28,P0343,7,americanexpress,3.74288E+14,F,3.66,2,4.79,1/6/2025
954,7/25/2021 12:39,P0006,6,americanexpress,3.74284E+14,F,13.55,1,14.79,1/6/2025
955,7/25/2021 16:49,P0278,8,mastercard,5.04838E+15,F,13.24,1,14.69,1/6/2025
956,7/26/2021 0:43,P0208,5,americanexpress,3.74284E+14,F,4,1,4.89,1/6/2025
957,7/26/2021 11:25,P0302,8,americanexpress,3.74288E+14,F,5.98,2,7.29,1/6/2025
958,7/26/2021 14:17,P0067,3,americanexpress,3.74288E+14,F,17.72,1,19.09,1/6/2025
959,7/26/2021 16:05,P0642,4,americanexpress,3.74283E+14,F,5.45,1,6.39,1/6/2025
960,7/26/2021 16:41,P0379,8,visa,4.0416E+12,F,6.12,2,7.49,1/6/2025
961,7/26/2021 19:26,P0287,7,mastercard,5.10875E+15,T,13.95,2,14.89,1/6/2025
962,7/26/2021 21:20,P0452,11,mastercard,5.10876E+15,T,8.33,5,9.29,1/6/2025
963,7/27/2021 3:46,P0704,6,visa,4.0416E+12,F,13.67,1,14.89,1/6/2025
964,7/27/2021 9:33,P0399,6,visa,4.04159E+15,T,9.83,1,11.29,1/6/2025
965,7/27/2021 13:36,P0232,5,mastercard,5.04837E+15,F,1.66,1,1.89,1/6/2025
966,7/27/2021 16:35,P0240,3,mastercard,5.10875E+15,F,1.27,1,1.69,1/6/2025
967,7/27/2021 16:58,P0443,9,americanexpress,3.74284E+14,F,11.72,3,12.99,1/6/2025
968,7/27/2021 17:15,P0190,3,americanexpress,3.74288E+14,F,18.93,3,20.89,1/6/2025
969,7/27/2021 23:33,P0342,6,mastercard,5.10876E+15,F,18.73,4,20.69,1/6/2025
970,7/28/2021 5:25,P0580,5,americanexpress,3.74283E+14,T,3.39,1,4.59,1/6/2025
971,7/28/2021 9:25,P0311,8,visa,4.0416E+12,T,9.99,3,11.39,1/6/2025
972,7/28/2021 11:23,P0364,9,mastercard,5.04838E+15,F,15.78,2,17.59,1/6/2025
973,7/28/2021 13:12,P0442,3,visa,4.04159E+12,F,14.89,1,16.39,1/6/2025
974,7/28/2021 18:16,P0334,5,americanexpress,3.74283E+14,F,5.53,1,6.59,1/6/2025
975,7/28/2021 19:17,P0368,6,americanexpress,3.74283E+14,F,9.52,1,10.99,1/6/2025
976,7/28/2021 21:47,P0179,5,mastercard,5.10876E+15,F,5.8,3,6.99,1/6/2025
977,7/28/2021 21:56,P0321,7,americanexpress,3.74283E+14,F,17.35,3,18.29,1/6/2025
978,7/28/2021 22:26,P0418,5,visa,4.0416E+15,F,13.24,4,14.69,1/6/2025
979,7/29/2021 2:04,P0440,3,visa,4.0416E+12,F,8.88,1,10.19,1/6/2025
980,7/29/2021 2:16,P0368,5,,3.54472E+15,F,9.52,5,10.99,1/6/2025
981,7/29/2021 6:13,P0540,6,visa,4.0416E+12,F,18.72,1,20.69,1/6/2025
982,7/29/2021 7:06,P0533,6,americanexpress,3.74284E+14,F,1.5,1,1.69,1/6/2025
983,7/29/2021 7:56,P0194,5,visa,4.04159E+15,F,10.82,4,11.59,1/6/2025
984,7/29/2021 9:14,P0392,5,mastercard,5.04837E+15,F,13.78,2,14.89,1/6/2025
985,7/29/2021 14:02,P0353,4,mastercard,5.04838E+15,F,15.1,3,16.69,1/6/2025
986,7/29/2021 16:22,P0391,4,mastercard,5.04837E+15,T,1.6,2,1.79,1/6/2025
987,7/29/2021 17:47,P0429,8,americanexpress,3.74289E+14,F,0.78,1,1.59,1/6/2025
988,7/30/2021 2:31,P0410,6,americanexpress,3.74283E+14,F,2.95,2,4.09,1/6/2025
989,7/30/2021 4:05,P0167,6,mastercard,5.10875E+15,F,13.32,1,14.79,1/6/2025
990,7/30/2021 7:22,P0442,5,visa,4.0416E+15,T,14.89,1,16.39,1/6/2025
991,7/30/2021 8:54,P0056,5,americanexpress,3.74289E+14,F,5.95,1,7.19,1/6/2025
992,7/30/2021 11:14,P0545,6,mastercard,5.10875E+15,F,6.62,1,7.89,1/6/2025
993,7/30/2021 11:35,P0030,4,americanexpress,3.74288E+14,T,2.05,3,2.69,1/6/2025
994,7/30/2021 14:57,P0601,4,visa,4.0416E+12,F,4.54,2,4.99,1/6/2025
995,7/30/2021 17:27,P0233,7,visa,4.04159E+12,F,5.72,3,6.89,1/6/2025
996,7/30/2021 20:44,P0589,9,americanexpress,3.74284E+14,F,12.01,4,13.49,1/6/2025
997,7/30/2021 21:38,P0371,8,americanexpress,3.74284E+14,F,5.38,2,6.29,1/6/2025
998,7/30/2021 22:14,P0465,8,americanexpress,3.74284E+14,F,9.61,1,11.09,1/6/2025
999,7/31/2021 1:27,P0523,5,visa,4.04159E+15,F,11.74,1,13.09,1/6/2025
1000,7/31/2021 2:34,P0715,2,americanexpress,3.74289E+14,F,7.6,3,8.29,1/6/2025
1001,7/31/2021 3:19,P0193,6,visa,4.04159E+15,F,18.76,2,20.69,1/6/2025
1002,7/31/2021 4:06,P0529,6,visa,4.0416E+12,T,17.59,1,18.79,1/6/2025
1003,7/31/2021 4:22,P0605,9,americanexpress,3.74283E+14,F,4.77,2,5.09,1/6/2025
1004,7/31/2021 7:30,P0111,6,americanexpress,3.74284E+14,F,11.74,3,13.09,1/6/2025
1005,7/31/2021 8:36,P0269,3,mastercard,5.04838E+15,T,13.6,2,14.79,1/6/2025
1006,7/31/2021 14:47,P0094,8,,5.24623E+15,F,13.35,4,14.79,1/6/2025
1007,7/31/2021 16:00,P0361,7,mastercard,5.10876E+15,F,8.85,2,10.19,1/6/2025
1008,7/31/2021 19:20,P0309,7,americanexpress,3.74283E+14,F,18.17,1,19.89,1/6/2025
1009,7/31/2021 19:33,P0385,6,mastercard,5.10876E+15,T,13.22,5,14.69,1/6/2025
1010,7/31/2021 20:15,P0578,11,americanexpress,3.74289E+14,F,19.78,2,21.39,1/6/2025
1011,7/31/2021 20:37,P0291,8,mastercard,5.04837E+15,F,14.13,1,14.89,1/6/2025
1012,7/31/2021 21:59,P0297,4,visa,4.04159E+15,F,17.82,2,19.29,1/6/2025
1013,7/31/2021 22:56,P0377,5,mastercard,5.10875E+15,F,0.12,2,1.19,1/6/2025
1014,8/1/2021 0:07,P0559,8,mastercard,5.10876E+15,F,6.29,1,7.69,1/6/2025
1015,8/1/2021 0:25,P0444,3,mastercard,5.04838E+15,F,13.93,1,14.89,1/6/2025
1016,8/1/2021 1:09,P0385,6,mastercard,5.04837E+15,F,13.22,1,14.69,1/6/2025
1017,8/1/2021 1:35,P0417,5,americanexpress,3.74283E+14,F,16.73,2,18.09,1/6/2025
1018,8/1/2021 3:38,P0164,4,americanexpress,3.74289E+14,F,18.98,3,20.99,1/6/2025
1019,8/1/2021 10:59,P0538,12,americanexpress,3.74284E+14,F,5.83,1,7.09,1/6/2025
1020,8/1/2021 14:05,P0347,9,americanexpress,3.74284E+14,F,5.37,1,6.29,1/6/2025
1021,8/1/2021 16:32,P0180,6,americanexpress,3.74283E+14,F,19.25,1,21.19,1/6/2025
1022,8/1/2021 16:42,P0692,6,americanexpress,3.74283E+14,F,11.98,4,13.49,1/6/2025
1023,8/1/2021 17:04,P0268,7,visa,4.0416E+15,F,11.93,2,13.39,1/6/2025
1024,8/1/2021 17:06,P0084,3,mastercard,5.10875E+15,F,9.69,2,11.19,1/6/2025
1025,8/1/2021 17:43,P0065,9,americanexpress,3.74284E+14,F,15.39,1,17.19,1/6/2025
1026,8/1/2021 21:06,P0525,8,visa,4.04159E+15,F,13.86,1,14.89,1/6/2025
1027,8/1/2021 22:51,P0203,7,mastercard,5.04838E+15,F,4.78,1,5.09,1/6/2025
1028,8/1/2021 23:00,P0543,9,visa,4.0416E+15,F,17.45,1,18.49,1/6/2025
1029,8/2/2021 1:51,P0342,6,visa,4.0416E+12,F,18.73,2,20.69,1/6/2025
1030,8/2/2021 2:01,P0112,6,mastercard,5.10875E+15,F,17.89,2,19.39,1/6/2025
1031,8/2/2021 4:44,P0274,5,americanexpress,3.74288E+14,F,11.65,1,12.89,1/6/2025
1032,8/2/2021 5:24,P0553,3,mastercard,5.10876E+15,T,6.79,4,7.99,1/6/2025
1033,8/2/2021 8:43,P0249,6,mastercard,5.10876E+15,T,4.12,1,4.89,1/6/2025
1034,8/2/2021 9:46,P0711,7,visa,4.04159E+12,F,9.87,1,11.29,1/6/2025
1035,8/2/2021 10:37,P0224,10,mastercard,5.04837E+15,F,16.48,1,18.09,1/6/2025
1036,8/2/2021 10:51,P0124,5,americanexpress,3.74284E+14,F,0.87,1,1.59,1/6/2025
1037,8/2/2021 13:11,P0089,4,americanexpress,3.74284E+14,T,12.63,1,14.29,1/6/2025
1038,8/2/2021 14:07,P0494,5,mastercard,5.10875E+15,F,17.33,1,18.29,1/6/2025
1039,8/2/2021 17:05,P0546,8,americanexpress,3.74288E+14,F,3.2,1,4.39,1/6/2025
1040,8/2/2021 17:35,P0483,4,visa,4.04159E+15,F,17.52,1,18.69,1/6/2025
1041,8/2/2021 18:36,P0500,10,,3.55225E+15,F,7.53,1,8.29,1/6/2025
1042,8/3/2021 0:15,P0451,5,mastercard,5.10875E+15,F,2.41,2,3.29,1/6/2025
1043,8/3/2021 0:56,P0077,8,americanexpress,3.74289E+14,T,6.54,1,7.89,1/6/2025
1044,8/3/2021 1:14,P0629,4,mastercard,5.04837E+15,F,6.4,2,7.79,1/6/2025
1045,8/3/2021 1:53,P0130,4,americanexpress,3.74289E+14,F,15.79,2,17.59,1/6/2025
1046,8/3/2021 6:46,P0597,8,americanexpress,3.74283E+14,T,12.19,2,13.79,1/6/2025
1047,8/3/2021 11:09,P0554,5,americanexpress,3.74289E+14,F,1.62,3,1.79,1/6/2025
1048,8/3/2021 13:01,P0656,5,visa,4.0416E+12,F,12.94,1,14.59,1/6/2025
1049,8/3/2021 13:05,P0453,7,,5.60225E+15,F,12.82,1,14.49,1/6/2025
1050,8/3/2021 16:50,P0011,3,mastercard,5.10876E+15,F,9.15,2,10.59,1/6/2025
1051,8/3/2021 16:54,P0223,5,americanexpress,3.74284E+14,F,6.71,2,7.99,1/6/2025
1052,8/3/2021 18:00,P0499,2,visa,4.04159E+12,F,16.3,1,17.99,1/6/2025
1053,8/3/2021 19:24,P0235,4,mastercard,5.04838E+15,F,11.99,5,13.49,1/6/2025
1054,8/3/2021 21:02,P0526,4,visa,4.04159E+15,F,3.83,1,4.79,1/6/2025
1055,8/3/2021 21:46,P0543,5,americanexpress,3.74288E+14,F,17.45,1,18.49,1/6/2025
1056,8/4/2021 2:48,P0536,4,visa,4.0416E+15,T,16.97,1,18.19,1/6/2025
1057,8/4/2021 4:06,P0167,6,americanexpress,3.74284E+14,F,13.32,1,14.79,1/6/2025
1058,8/4/2021 4:08,P0442,8,americanexpress,3.74288E+14,F,14.89,2,16.39,1/6/2025
1059,8/4/2021 5:58,P0386,2,americanexpress,3.74289E+14,F,19.79,3,21.39,1/6/2025
1060,8/4/2021 9:45,P0742,6,mastercard,5.10875E+15,F,2.11,4,2.79,1/6/2025
1061,8/4/2021 12:23,P0130,6,,3.57003E+15,F,15.79,3,17.59,1/6/2025
1062,8/4/2021 15:50,P0291,11,americanexpress,3.74284E+14,T,14.13,1,14.89,1/6/2025
1063,8/4/2021 16:19,P0058,6,visa,4.04159E+12,T,11.38,3,12.39,1/6/2025
1064,8/4/2021 17:52,P0690,4,mastercard,5.10876E+15,F,11.93,1,13.39,1/6/2025
1065,8/4/2021 22:29,P0331,6,mastercard,5.04838E+15,F,15.79,2,17.59,1/6/2025
1066,8/4/2021 23:28,P0461,6,americanexpress,3.74289E+14,F,15.83,4,17.69,1/6/2025
1067,8/5/2021 2:29,P0418,4,mastercard,5.04838E+15,F,13.24,1,14.69,1/6/2025
1068,8/5/2021 3:47,P0311,4,americanexpress,3.74288E+14,F,9.99,2,11.39,1/6/2025
1069,8/5/2021 5:48,P0577,5,visa,4.0416E+12,F,7.24,3,8.19,1/6/2025
1070,8/5/2021 7:29,P0431,5,americanexpress,3.74288E+14,F,10.67,1,11.59,1/6/2025
1071,8/5/2021 8:58,P0122,7,mastercard,5.04838E+15,F,11.9,1,13.29,1/6/2025
1072,8/5/2021 10:17,P0375,6,americanexpress,3.74284E+14,F,15.75,1,17.59,1/6/2025
1073,8/5/2021 11:11,P0200,6,mastercard,5.04837E+15,F,19.29,1,21.19,1/6/2025
1074,8/5/2021 12:31,P0466,7,americanexpress,3.74283E+14,F,14.01,3,14.89,1/6/2025
1075,8/5/2021 14:00,P0518,9,americanexpress,3.74289E+14,T,16.41,3,17.99,1/6/2025
1076,8/5/2021 19:42,P0369,6,visa,4.04159E+15,T,8.08,2,8.79,1/6/2025
1077,8/5/2021 20:05,P0522,6,visa,4.0416E+15,T,4.9,1,5.39,1/6/2025
1078,8/6/2021 3:06,P0661,4,americanexpress,3.74283E+14,F,8.21,1,8.99,1/6/2025
1079,8/6/2021 3:53,P0050,5,americanexpress,3.74284E+14,F,16.93,2,18.19,1/6/2025
1080,8/6/2021 4:51,P0731,5,visa,4.04159E+12,F,13.22,1,14.69,1/6/2025
1081,8/6/2021 5:36,P0540,7,visa,4.0416E+12,F,18.72,2,20.69,1/6/2025
1082,8/6/2021 5:40,P0440,2,,3.05442E+13,F,8.88,2,10.19,1/6/2025
1083,8/6/2021 7:55,P0668,6,mastercard,5.04838E+15,F,0.46,2,1.39,1/6/2025
1084,8/6/2021 10:50,P0484,4,mastercard,5.04838E+15,F,10.9,3,11.59,1/6/2025
1085,8/6/2021 11:04,P0478,7,visa,4.0416E+12,F,18.67,1,20.59,1/6/2025
1086,8/6/2021 12:40,P0511,6,mastercard,5.04837E+15,F,7.06,2,8.19,1/6/2025
1087,8/6/2021 14:17,P0495,3,visa,4.04159E+12,F,4.23,1,4.99,1/6/2025
1088,8/6/2021 15:04,P0140,7,visa,4.0416E+15,T,1.11,1,1.69,1/6/2025
1089,8/6/2021 20:38,P0577,9,visa,4.04159E+12,T,7.24,2,8.19,1/6/2025
1090,8/6/2021 20:57,P0603,5,visa,4.0416E+12,F,19.88,1,21.39,1/6/2025
1091,8/7/2021 0:37,P0493,5,visa,4.0416E+15,F,18.02,1,19.69,1/6/2025
1092,8/7/2021 3:50,P0291,6,visa,4.0416E+15,F,14.13,3,14.89,1/6/2025
1093,8/7/2021 4:24,P0674,7,,3.54427E+15,F,3.52,1,4.69,1/6/2025
1094,8/7/2021 5:43,P0342,6,visa,4.04159E+15,F,18.73,1,20.69,1/6/2025
1095,8/7/2021 6:31,P0277,7,visa,4.04159E+15,F,3.87,3,4.89,1/6/2025
1096,8/7/2021 13:48,P0206,3,,5.42065E+15,F,0.58,4,1.49,1/6/2025
1097,8/7/2021 14:14,P0253,7,americanexpress,3.74288E+14,F,3.09,1,4.29,1/6/2025
1098,8/7/2021 18:28,P0470,4,mastercard,5.04837E+15,T,18.14,3,19.89,1/6/2025
1099,8/7/2021 23:16,P0459,6,visa,4.04159E+12,F,8.82,2,10.09,1/6/2025
1100,8/7/2021 23:26,P0389,6,visa,4.0416E+15,F,5.95,1,7.19,1/6/2025
1101,8/8/2021 0:40,P0164,6,mastercard,5.04837E+15,F,18.98,2,20.99,1/6/2025
1102,8/8/2021 0:52,P0263,5,visa,4.04159E+12,F,2.27,1,3.09,1/6/2025
1103,8/8/2021 2:42,P0354,4,americanexpress,3.74284E+14,F,15.35,1,17.09,1/6/2025
1104,8/8/2021 6:51,P0484,6,americanexpress,3.74284E+14,F,10.9,2,11.59,1/6/2025
1105,8/8/2021 7:57,P0410,5,americanexpress,3.74283E+14,F,2.95,2,4.09,1/6/2025
1106,8/8/2021 14:54,P0540,6,visa,4.04159E+15,F,18.72,2,20.69,1/6/2025
1107,8/8/2021 15:19,P0356,7,mastercard,5.04837E+15,F,2.39,4,3.29,1/6/2025
1108,8/8/2021 15:51,P0331,7,visa,4.0416E+15,F,15.79,1,17.59,1/6/2025
1109,8/8/2021 16:10,P0711,6,mastercard,5.10875E+15,F,9.87,1,11.29,1/6/2025
1110,8/8/2021 18:05,P0210,4,,3.56752E+15,F,2.78,2,3.89,1/6/2025
1111,8/9/2021 3:55,P0268,5,americanexpress,3.74283E+14,T,11.93,1,13.39,1/6/2025
1112,8/9/2021 4:32,P0403,6,americanexpress,3.74284E+14,F,18.82,2,20.79,1/6/2025
1113,8/9/2021 5:41,P0623,10,mastercard,5.04838E+15,F,16.64,2,18.09,1/6/2025
1114,8/9/2021 7:51,P0408,4,mastercard,5.10875E+15,T,8.24,2,9.09,1/6/2025
1115,8/9/2021 8:03,P0343,6,mastercard,5.10875E+15,F,3.66,1,4.79,1/6/2025
1116,8/9/2021 8:26,P0118,4,visa,4.04159E+12,F,2.82,1,3.99,1/6/2025
1117,8/9/2021 9:14,P0547,8,mastercard,5.04837E+15,F,20,1,21.49,1/6/2025
1118,8/9/2021 9:30,P0526,6,mastercard,5.04838E+15,F,3.83,3,4.79,1/6/2025
1119,8/9/2021 9:39,P0491,8,americanexpress,3.74289E+14,F,18,1,19.59,1/6/2025
1120,8/9/2021 10:38,P0535,5,mastercard,5.04837E+15,T,12.16,4,13.69,1/6/2025
1121,8/9/2021 10:43,P0235,8,mastercard,5.04837E+15,T,11.99,1,13.49,1/6/2025
1122,8/9/2021 10:43,P0587,5,visa,4.04159E+15,F,13.88,2,14.89,1/6/2025
1123,8/9/2021 12:21,P0405,7,americanexpress,3.74284E+14,F,18.2,1,19.99,1/6/2025
1124,8/9/2021 12:45,P0229,5,mastercard,5.10876E+15,F,12.15,4,13.69,1/6/2025
1125,8/9/2021 12:46,P0649,6,mastercard,5.10876E+15,F,18.36,3,20.19,1/6/2025
1126,8/9/2021 13:03,P0346,7,mastercard,5.04838E+15,F,12.21,2,13.79,1/6/2025
1127,8/9/2021 13:39,P0301,6,visa,4.0416E+12,F,15.18,1,16.79,1/6/2025
1128,8/9/2021 19:59,P0249,9,visa,4.0416E+15,F,4.12,2,4.89,1/6/2025
1129,8/9/2021 21:24,P0163,9,,2.01411E+14,F,4.21,1,4.99,1/6/2025
1130,8/9/2021 21:45,P0416,7,mastercard,5.04837E+15,F,9.88,3,11.29,1/6/2025
1131,8/9/2021 22:27,P0632,6,visa,4.04159E+15,F,7.68,4,8.29,1/6/2025
1132,8/9/2021 23:04,P0110,6,mastercard,5.10876E+15,F,14.28,3,15.19,1/6/2025
1133,8/10/2021 1:46,P0474,8,mastercard,5.04837E+15,F,15.66,3,17.49,1/6/2025
1134,8/10/2021 1:47,P0102,2,mastercard,5.10875E+15,F,16.26,1,17.99,1/6/2025
1135,8/10/2021 2:05,P0073,5,visa,4.0416E+12,F,15.31,3,16.99,1/6/2025
1136,8/10/2021 2:37,P0560,5,visa,4.0416E+15,F,1.4,1,1.69,1/6/2025
1137,8/10/2021 3:23,P0317,9,americanexpress,3.74284E+14,F,16.83,3,18.19,1/6/2025
1138,8/10/2021 4:05,P0541,8,americanexpress,3.74284E+14,F,2.8,1,3.89,1/6/2025
1139,8/10/2021 4:22,P0355,5,americanexpress,3.74283E+14,T,6.54,2,7.89,1/6/2025
1140,8/10/2021 8:21,P0470,6,mastercard,5.04838E+15,F,18.14,3,19.89,1/6/2025
1141,8/10/2021 12:23,P0145,9,visa,4.0416E+12,F,4.03,1,4.89,1/6/2025
1142,8/10/2021 17:01,P0410,5,mastercard,5.04837E+15,F,2.95,6,4.09,1/6/2025
1143,8/10/2021 17:29,P0136,5,americanexpress,3.74289E+14,F,3.23,5,4.39,1/6/2025
1144,8/10/2021 19:21,P0534,9,mastercard,5.04837E+15,F,7.63,1,8.29,1/6/2025
1145,8/10/2021 21:22,P0234,5,mastercard,5.04838E+15,F,3.13,3,4.29,1/6/2025
1146,8/10/2021 21:26,P0408,6,mastercard,5.10875E+15,T,8.24,2,9.09,1/6/2025
1147,8/10/2021 21:43,P0135,5,mastercard,5.10875E+15,F,2.03,1,2.59,1/6/2025
1148,8/10/2021 22:34,P0436,3,mastercard,5.04838E+15,F,5.89,1,7.19,1/6/2025
1149,8/10/2021 22:40,P0486,5,mastercard,5.10876E+15,T,6.52,3,7.89,1/6/2025
1150,8/10/2021 23:03,P0352,7,visa,4.0416E+15,F,2.04,2,2.59,1/6/2025
1151,8/10/2021 23:14,P0125,7,visa,4.04159E+15,F,0.81,4,1.59,1/6/2025
1152,8/11/2021 0:09,P0616,6,americanexpress,3.74289E+14,F,11.41,2,12.39,1/6/2025
1153,8/11/2021 1:59,P0211,6,visa,4.04159E+12,F,17.54,3,18.69,1/6/2025
1154,8/11/2021 2:04,P0459,3,americanexpress,3.74284E+14,F,8.82,3,10.09,1/6/2025
1155,8/11/2021 2:05,P0080,6,americanexpress,3.74284E+14,F,11.33,1,12.29,1/6/2025
1156,8/11/2021 2:24,P0438,8,americanexpress,3.74289E+14,F,5.21,4,5.99,1/6/2025
1157,8/11/2021 2:33,P0553,6,americanexpress,3.74288E+14,F,6.79,3,7.99,1/6/2025
1158,8/11/2021 3:05,P0365,8,americanexpress,3.74288E+14,F,14.34,4,15.29,1/6/2025
1159,8/11/2021 5:44,P0701,6,americanexpress,3.74284E+14,F,11.06,1,11.69,1/6/2025
1160,8/11/2021 6:26,P0177,3,americanexpress,3.74289E+14,F,7.63,5,8.29,1/6/2025
1161,8/11/2021 8:43,P0421,9,visa,4.0416E+15,F,13.89,1,14.89,1/6/2025
1162,8/11/2021 10:15,P0427,9,americanexpress,3.74283E+14,T,12.94,1,14.59,1/6/2025
1163,8/11/2021 10:25,P0319,2,mastercard,5.04837E+15,T,3.51,2,4.69,1/6/2025
1164,8/11/2021 10:31,P0512,5,mastercard,5.04837E+15,F,15.55,1,17.39,1/6/2025
1165,8/11/2021 16:34,P0557,5,visa,4.0416E+12,T,9.79,4,11.29,1/6/2025
1166,8/11/2021 20:56,P0323,7,mastercard,5.10876E+15,T,0.34,1,1.29,1/6/2025
1167,8/11/2021 22:21,P0276,5,mastercard,5.04837E+15,F,18.02,1,19.69,1/6/2025
1168,8/12/2021 1:24,P0593,6,visa,4.0416E+15,F,17.78,6,19.19,1/6/2025
1169,8/12/2021 1:49,P0516,5,visa,4.04159E+12,F,6.12,2,7.49,1/6/2025
1170,8/12/2021 2:08,P0534,6,americanexpress,3.74283E+14,F,7.63,4,8.29,1/6/2025
1171,8/12/2021 2:15,P0193,4,americanexpress,3.74289E+14,F,18.76,1,20.69,1/6/2025
1172,8/12/2021 2:47,P0133,7,americanexpress,3.74289E+14,F,14.2,3,14.99,1/6/2025
1173,8/12/2021 3:14,P0492,6,mastercard,5.04837E+15,F,16.12,3,17.89,1/6/2025
1174,8/12/2021 6:38,P0592,9,americanexpress,3.74284E+14,F,7.44,5,8.29,1/6/2025
1175,8/12/2021 6:39,P0395,7,visa,4.04159E+15,F,2.55,2,3.59,1/6/2025
1176,8/12/2021 11:43,P0632,5,mastercard,5.10875E+15,F,7.68,1,8.29,1/6/2025
1177,8/12/2021 12:29,P0228,6,visa,4.0416E+15,F,0.09,2,1.09,1/6/2025
1178,8/12/2021 12:45,P0571,6,visa,4.0416E+12,F,4.35,3,4.99,1/6/2025
1179,8/12/2021 12:58,P0165,5,americanexpress,3.74289E+14,T,0.94,1,1.59,1/6/2025
1180,8/12/2021 17:24,P0339,4,americanexpress,3.74289E+14,F,19.62,2,21.39,1/6/2025
1181,8/12/2021 20:06,P0209,9,americanexpress,3.74283E+14,F,6.02,1,7.29,1/6/2025
1182,8/12/2021 20:58,P0579,8,visa,4.04159E+12,F,19.5,1,21.29,1/6/2025
1183,8/12/2021 22:19,P0747,7,mastercard,5.10875E+15,T,14.79,6,16.19,1/6/2025
1184,8/12/2021 22:22,P0202,6,visa,4.04159E+15,F,7.25,2,8.19,1/6/2025
1185,8/12/2021 22:48,P0643,8,americanexpress,3.74288E+14,F,17.61,2,18.89,1/6/2025
1186,8/13/2021 4:04,P0651,11,,6.70914E+15,F,15.2,3,16.89,1/6/2025
1187,8/13/2021 6:39,P0517,8,visa,4.04159E+12,F,5.11,2,5.79,1/6/2025
1188,8/13/2021 7:20,P0444,8,visa,4.04159E+15,F,13.93,3,14.89,1/6/2025
1189,8/13/2021 7:36,P0640,4,,3.55401E+15,F,9.92,1,11.29,1/6/2025
1190,8/13/2021 8:53,P0638,5,mastercard,5.04838E+15,F,16.92,1,18.19,1/6/2025
1191,8/13/2021 9:01,P0323,7,mastercard,5.10876E+15,F,0.34,3,1.29,1/6/2025
1192,8/13/2021 9:20,P0382,2,,3.56451E+15,F,14.22,1,15.09,1/6/2025
1193,8/13/2021 10:00,P0092,5,visa,4.04159E+15,T,3.11,1,4.29,1/6/2025
1194,8/13/2021 10:30,P0289,11,americanexpress,3.74283E+14,F,12.12,1,13.69,1/6/2025
1195,8/13/2021 13:06,P0508,7,visa,4.0416E+15,F,7.67,2,8.29,1/6/2025
1196,8/13/2021 16:40,P0344,5,americanexpress,3.74288E+14,T,9.86,1,11.29,1/6/2025
1197,8/13/2021 17:09,P0336,7,mastercard,5.04837E+15,F,8.17,2,8.89,1/6/2025
